Date,Season,Source,Acreage,Owner,clipped UA,clipped _1,SznEndDate,Year,UA
11/11/2016,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,3,Prairie Crossing Homeowners Association,12262.92489,100,1/1/2017,2016,UA
11/11/2016,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.55,Prairie Crossing Homeowners Association,2240.883285,100,1/1/2017,2016,UA
11/11/2016,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,1.35,Prairie Crossing Homeowners Association,5472.779506,100,1/1/2017,2016,UA
4/13/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,18.7,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/13/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,226.4,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/13/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,76.7,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,55.5,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,150.1,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,124.6,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,55.7,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,319.6,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,45.7,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,52,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,113,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,87,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,83,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,73.3,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,26.7,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,101.7,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,5,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,92.9,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,223.4,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,316.7,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,36.5,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,106.1,The Nature Conservancy,0,0,1/1/2016,2016,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,193.3,The Nature Conservancy,0,0,1/1/2016,2016,notUA
11/7/2015,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,9.5,Prairie Crossing Homeowners Association,38268.60757,100,1/1/2016,2015,UA
4/24/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,9.2,Prairie Crossing Homeowners Association,37170.80974,100,1/1/2016,2016,UA
5/6/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,1.7,Prairie Crossing Homeowners Association,6974.682911,100,1/1/2016,2016,UA
4/18/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.6,Prairie Crossing Homeowners Association,2244.978307,100,1/1/2016,2016,UA
4/18/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.9,Prairie Crossing Homeowners Association,3731.009168,100,1/1/2016,2016,UA
4/18/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.5,Prairie Crossing Homeowners Association,1985.935603,100,1/1/2016,2016,UA
4/18/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,1,Prairie Crossing Homeowners Association,4136.782907,100,1/1/2016,2016,UA
4/18/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,2.2,Prairie Crossing Homeowners Association,8927.458544,100,1/1/2016,2016,UA
4/18/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,2.8,Prairie Crossing Homeowners Association,11169.15928,100,1/1/2016,2016,UA
4/15/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,3.4,Prairie Crossing Homeowners Association,13674.29036,100,1/1/2016,2016,UA
4/15/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,4.8,Prairie Crossing Homeowners Association,19356.91312,100,1/1/2016,2016,UA
4/15/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.4,Prairie Crossing Homeowners Association,1773.972196,100,1/1/2016,2016,UA
4/17/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.4,Prairie Crossing Homeowners Association,1694.645158,100,1/1/2016,2016,UA
4/17/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.3,Prairie Crossing Homeowners Association,1317.454809,100,1/1/2016,2016,UA
4/17/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.2,Prairie Crossing Homeowners Association,636.6670903,100,1/1/2016,2016,UA
4/16/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.2,Prairie Crossing Homeowners Association,684.231821,100,1/1/2016,2016,UA
4/16/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,3.3,Prairie Crossing Homeowners Association,13256.95771,100,1/1/2016,2016,UA
4/16/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,4.9,Prairie Crossing Homeowners Association,19841.82043,100,1/1/2016,2016,UA
4/16/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.2,Prairie Crossing Homeowners Association,847.081198,100,1/1/2016,2016,UA
4/16/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.2,Prairie Crossing Homeowners Association,900.3292463,100,1/1/2016,2016,UA
4/16/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0,Prairie Crossing Homeowners Association,98.40858836,100,1/1/2016,2016,UA
4/16/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.2,Prairie Crossing Homeowners Association,954.3881569,100,1/1/2016,2016,UA
3/20/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.3,Prairie Crossing Homeowners Association,1358.161155,100,1/1/2016,2016,UA
3/26/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.7,Prairie Crossing Homeowners Association,2696.397036,100,1/1/2016,2016,UA
3/20/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.7,Prairie Crossing Homeowners Association,2777.985898,100,1/1/2016,2016,UA
3/26/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.1,Prairie Crossing Homeowners Association,396.6497942,100,1/1/2016,2016,UA
3/26/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.4,Prairie Crossing Homeowners Association,1592.573099,100,1/1/2016,2016,UA
3/26/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.8,Prairie Crossing Homeowners Association,3417.289251,100,1/1/2016,2016,UA
3/20/2016,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,0.3,Prairie Crossing Homeowners Association,1127.653187,100,1/1/2016,2016,UA
11/15/2015,7/1/2015 - 6/30/2016,Prairie Crossing Homeowners Association,1.9,Prairie Crossing Homeowners Association,7798.848634,100,1/1/2016,2015,UA
11/4/2016,7/1/2016 - 6/30/2017,Illinois Department of Natural Resources,80.8,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
4/14/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,14.9,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
11/15/2016,7/1/2016 - 6/30/2017,Illinois Department of Natural Resources,14.9,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
11/16/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,27.7,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
3/22/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,27.7,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
11/17/2016,7/1/2016 - 6/30/2017,Illinois Department of Natural Resources,36.7,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
11/17/2016,7/1/2016 - 6/30/2017,Illinois Department of Natural Resources,20.2,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
11/17/2016,7/1/2016 - 6/30/2017,Illinois Department of Natural Resources,22.8,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
11/17/2016,7/1/2016 - 6/30/2017,Illinois Department of Natural Resources,24.8,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
11/17/2016,7/1/2016 - 6/30/2017,Illinois Department of Natural Resources,52.1,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
11/17/2016,7/1/2016 - 6/30/2017,Illinois Department of Natural Resources,35.1,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
11/17/2016,7/1/2016 - 6/30/2017,Illinois Department of Natural Resources,24.5,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
11/2/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,12.9,Illinois Department of Natural Resources,3955.237016,7.602729205,1/1/2016,2015,UA
11/2/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,49,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
11/20/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,10.7,Illinois Department of Natural Resources,43169.88716,100,1/1/2016,2015,UA
11/20/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,10.2,Illinois Department of Natural Resources,41132.8592,100,1/1/2016,2015,UA
11/20/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,4.5,Illinois Department of Natural Resources,18397.24279,100,1/1/2016,2015,UA
11/4/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,14.5,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
11/4/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,14.6,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
11/4/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,41.3,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
3/11/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,55.7,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
3/18/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,19.7,Illinois Department of Natural Resources,68558.35206,85.85488303,1/1/2016,2016,UA
3/21/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,102.1,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
3/22/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,11.1,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
3/22/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,10.9,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
3/29/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,6.1,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/12/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,6,Illinois Department of Natural Resources,24411.59614,100,1/1/2016,2016,UA
4/12/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,13.7,Illinois Department of Natural Resources,55568.51779,100,1/1/2016,2016,UA
4/12/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,2.7,Jane Addamsland Park Foundation,10755.78831,100,1/1/2016,2016,UA
4/12/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,2.1,Illinois Department of Natural Resources,8401.41328,100,1/1/2016,2016,UA
4/12/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,0.9,Jane Addamsland Park Foundation,3720.264707,100,1/1/2016,2016,UA
4/12/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,1.1,Jane Addamsland Park Foundation,4474.144009,100,1/1/2016,2016,UA
4/13/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,48.1,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/13/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,10.1,Illinois Department of Natural Resources,1462.368291,3.594854203,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,24.8,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/14/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,87.6,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/14/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,8.6,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/14/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,7,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/14/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,28.3,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/18/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,2.6,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/18/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,4.6,Illinois Department of Natural Resources,1949.256255,10.49622737,1/1/2016,2016,UA
4/18/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,9.4,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/4/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,9.3,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
4/4/2016,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,19.7,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
11/4/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,80.8,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
11/10/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,43,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
11/10/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,24.8,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
11/10/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,51.1,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
11/15/2016,7/1/2016 - 6/30/2017,Illinois Department of Natural Resources,35.3,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
11/16/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,17.9,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
11/16/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,5.9,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
11/16/2015,7/1/2015 - 6/30/2016,Illinois Department of Natural Resources,52.2,Illinois Department of Natural Resources,0,0,1/1/2016,2015,notUA
4/12/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,1.5,Lake County Forest Preserve District,6162.538419,100,1/1/2016,2016,UA
4/12/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,16,Lake County Forest Preserve District,0,0,1/1/2016,2016,notUA
4/12/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,13.2,Lake County Forest Preserve District,0,0,1/1/2016,2016,notUA
4/12/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,6.5,Lake County Forest Preserve District,0,0,1/1/2016,2016,notUA
4/12/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,42.1,Lake County Forest Preserve District,25828.1827,15.15744882,1/1/2016,2016,UA
4/12/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,2.7,Lake County Forest Preserve District,10865.88037,100,1/1/2016,2016,UA
4/12/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,20.8,Lake County Forest Preserve District,69763.05679,82.77597895,1/1/2016,2016,UA
4/12/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,17.6,Lake County Forest Preserve District,71218.04737,100,1/1/2016,2016,UA
4/13/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,8,Lake County Forest Preserve District,32222.29024,100,1/1/2016,2016,UA
4/12/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,15.4,Lake County Forest Preserve District,62453.72461,100,1/1/2016,2016,UA
4/13/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,7.8,Lake County Forest Preserve District,31711.95914,100,1/1/2016,2016,UA
4/13/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,2,Lake County Forest Preserve District,7946.532786,100,1/1/2016,2016,UA
4/13/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,6.2,Lake County Forest Preserve District,25201.17289,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,17,Lake County Forest Preserve District,68895.10778,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,20.9,Lake County Forest Preserve District,84719.79856,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,39.1,Lake County Forest Preserve District,158393.3693,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,16,Lake County Forest Preserve District,0,0,1/1/2016,2016,notUA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,14.6,Lake County Forest Preserve District,0,0,1/1/2016,2016,notUA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,6,Lake County Forest Preserve District,24421.201,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,2.8,Lake County Forest Preserve District,11408.74711,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,0.7,Lake County Forest Preserve District,2743.683374,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,5.7,Lake County Forest Preserve District,23172.59181,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,3,Lake County Forest Preserve District,12184.88524,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,0.4,Lake County Forest Preserve District,1580.255184,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,2.7,Lake County Forest Preserve District,10812.58362,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,0.2,Lake County Forest Preserve District,885.6949769,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,6.1,Lake County Forest Preserve District,24612.14511,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,9.6,Lake County Forest Preserve District,39024.59383,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,3.2,Lake County Forest Preserve District,12761.64894,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,1.8,Lake County Forest Preserve District,7360.081632,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,17.4,Lake County Forest Preserve District,70589.65525,100,1/1/2016,2016,UA
4/14/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,3,Lake County Forest Preserve District,12001.21401,100,1/1/2016,2016,UA
4/15/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,23,Lake County Forest Preserve District,0,0,1/1/2016,2016,notUA
4/15/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,3.6,Lake County Forest Preserve District,0,0,1/1/2016,2016,notUA
4/15/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,3.9,Lake County Forest Preserve District,0,0,1/1/2016,2016,notUA
4/15/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,30.2,Lake County Forest Preserve District,0,0,1/1/2016,2016,notUA
4/15/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,9.5,Lake County Forest Preserve District,0,0,1/1/2016,2016,notUA
4/16/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,1,Lake County Forest Preserve District,0,0,1/1/2016,2016,notUA
5/19/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,0.1,Lake County Forest Preserve District,248.4780651,100,1/1/2016,2016,UA
11/11/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,23.3,Lake County Forest Preserve District,93732.60112,99.57396813,1/1/2016,2015,UA
11/11/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,46.4,Lake County Forest Preserve District,151324.0972,80.52560733,1/1/2016,2015,UA
11/10/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,1.5,Lake County Forest Preserve District,5971.866454,100,1/1/2016,2015,UA
11/10/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,4.5,Lake County Forest Preserve District,18222.21743,100,1/1/2016,2015,UA
11/10/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,21.5,Lake County Forest Preserve District,86887.0858,100,1/1/2016,2015,UA
11/10/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,97.4,Lake County Forest Preserve District,394045.5993,100,1/1/2016,2015,UA
11/10/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,5.3,Lake County Forest Preserve District,21644.04788,100,1/1/2016,2015,UA
11/10/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,18.7,Lake County Forest Preserve District,75819.15844,100,1/1/2016,2015,UA
11/10/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,14.8,Lake County Forest Preserve District,59806.64516,100,1/1/2016,2015,UA
11/10/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,5,Lake County Forest Preserve District,20263.89266,100,1/1/2016,2015,UA
11/10/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,6.8,Lake County Forest Preserve District,27566.83403,100,1/1/2016,2015,UA
11/9/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,5.5,Lake County Forest Preserve District,0,0,1/1/2016,2015,notUA
11/9/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,22.3,Lake County Forest Preserve District,0,0,1/1/2016,2015,notUA
11/9/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,11.6,Lake County Forest Preserve District,47013.40694,100,1/1/2016,2015,UA
11/9/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,38.2,Lake County Forest Preserve District,154556.5046,100,1/1/2016,2015,UA
11/9/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,19.6,Lake County Forest Preserve District,79117.43333,100,1/1/2016,2015,UA
11/9/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,4.8,Lake County Forest Preserve District,19226.68181,100,1/1/2016,2015,UA
11/9/2015,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,12.7,Lake County Forest Preserve District,51511.08368,100,1/1/2016,2015,UA
3/29/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,21.9,Lake County Forest Preserve District,88510.05202,100,1/1/2016,2016,UA
3/29/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,12.7,Lake County Forest Preserve District,51286.47772,100,1/1/2016,2016,UA
3/29/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,23.8,Lake County Forest Preserve District,96125.07836,100,1/1/2016,2016,UA
3/29/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,12.3,Lake County Forest Preserve District,49920.26676,100,1/1/2016,2016,UA
3/29/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,1.3,Lake County Forest Preserve District,5450.056412,100,1/1/2016,2016,UA
3/29/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,19.5,Lake County Forest Preserve District,79091.68537,100,1/1/2016,2016,UA
3/29/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,3.2,Lake County Forest Preserve District,12978.84872,100,1/1/2016,2016,UA
3/29/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,43,Lake County Forest Preserve District,161070.4291,92.47480324,1/1/2016,2016,UA
3/30/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,20.3,Lake County Forest Preserve District,81977.43746,100,1/1/2016,2016,UA
3/30/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,12.1,Lake County Forest Preserve District,49126.08243,100,1/1/2016,2016,UA
3/30/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,6.6,Lake County Forest Preserve District,26723.86936,100,1/1/2016,2016,UA
3/30/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,7.7,Lake County Forest Preserve District,31036.9157,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,8.9,Lake County Forest Preserve District,36192.39584,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,25.7,Lake County Forest Preserve District,103865.0781,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,9.8,Lake County Forest Preserve District,39739.81761,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,5.9,Lake County Forest Preserve District,23796.61797,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,4.9,Lake County Forest Preserve District,19877.65249,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,34.1,Lake County Forest Preserve District,137916.0699,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,11.4,Lake County Forest Preserve District,46326.20944,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,14.4,Lake County Forest Preserve District,58234.80142,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,6.5,Lake County Forest Preserve District,26250.22921,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,13.3,Lake County Forest Preserve District,53819.55425,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,27.1,Lake County Forest Preserve District,109641.125,100,1/1/2016,2016,UA
4/5/2016,7/1/2015 - 6/30/2016,Lake County Forest Preserve District,0.6,Lake County Forest Preserve District,2347.238112,100,1/1/2016,2016,UA
